-------------------------
PID Controller Parameters:
Position PID: P: 1, I: 0, D: 1
Point[182]: time = 18.2, pos = (5.93208, 0.0284291, -0.00896857), vel = (0.501268, -0.00350317, 0.00110515), yaw = -0.0069887, yaw_dot = -1.4117e-07
Point[183]: time = 18.3, pos = (5.98217, 0.028079, -0.00885813), vel = (0.500639, -0.00349877, 0.00110376), yaw = -0.00698869, yaw_dot = 1.92252e-07
Point[184]: time = 18.4, pos = (6.0322, 0.0277294, -0.00874782), vel = (0.499969, -0.00349409, 0.00110228), yaw = -0.00698866, yaw_dot = 5.24207e-07
Point[185]: time = 18.5, pos = (6.08216, 0.0273802, -0.00863767), vel = (0.499257, -0.00348912, 0.00110072), yaw = -0.00698859, yaw_dot = 8.30441e-07
Point[186]: time = 18.6, pos = (6.13205, 0.0270316, -0.00852768), vel = (0.498504, -0.00348385, 0.00109905), yaw = -0.00698849, yaw_dot = 1.05582e-06
Point[187]: time = 18.7, pos = (6.18186, 0.0266835, -0.00841786), vel = (0.497708, -0.00347829, 0.0010973), yaw = -0.00698838, yaw_dot = 1.19822e-06
Point[188]: time = 18.8, pos = (6.23159, 0.0263359, -0.00830823), vel = (0.496871, -0.00347244, 0.00109545), yaw = -0.00698826, yaw_dot = 1.22336e-06
Point[189]: time = 18.9, pos = (6.28124, 0.025989, -0.00819878), vel = (0.495992, -0.0034663, 0.00109352), yaw = -0.00698814, yaw_dot = 1.06053e-06
Point[190]: time = 19, pos = (6.33079, 0.0256427, -0.00808953), vel = (0.495071, -0.00345986, 0.00109149), yaw = -0.00698805, yaw_dot = 7.07599e-07
Point[191]: time = 19.1, pos = (6.38025, 0.025297, -0.00798048), vel = (0.494104, -0.0034531, 0.00108935), yaw = -0.00698801, yaw_dot = 2.09154e-07
Point[192]: time = 19.2, pos = (6.42961, 0.0249521, -0.00787166), vel = (0.493088, -0.003446, 0.00108711), yaw = -0.00698801, yaw_dot = -3.5139e-07
Point[193]: time = 19.3, pos = (6.47887, 0.0246078, -0.00776306), vel = (0.492022, -0.00343855, 0.00108476), yaw = -0.00698808, yaw_dot = -9.72122e-07
Point[194]: time = 19.4, pos = (6.52801, 0.0242644, -0.00765471), vel = (0.490906, -0.00343075, 0.0010823), yaw = -0.0069882, yaw_dot = -1.51114e-06
Point[195]: time = 19.5, pos = (6.57704, 0.0239217, -0.00754661), vel = (0.489741, -0.00342261, 0.00107973), yaw = -0.00698837, yaw_dot = -1.72799e-06
Point[196]: time = 19.6, pos = (6.62596, 0.0235799, -0.00743877), vel = (0.488526, -0.00341412, 0.00107706), yaw = -0.00698854, yaw_dot = -1.61873e-06
Point[197]: time = 19.7, pos = (6.67475, 0.0232389, -0.0073312), vel = (0.487262, -0.00340528, 0.00107427), yaw = -0.00698868, yaw_dot = -1.26236e-06
Point[198]: time = 19.8, pos = (6.72341, 0.0228988, -0.00722392), vel = (0.485948, -0.0033961, 0.00107137), yaw = -0.00698879, yaw_dot = -7.79923e-07
Point[199]: time = 19.9, pos = (6.77194, 0.0225597, -0.00711693), vel = (0.484585, -0.00338658, 0.00106837), yaw = -0.00698884, yaw_dot = -1.7275e-07
Point[200]: time = 20, pos = (6.82032, 0.0222215, -0.00701025), vel = (0.483166, -0.00337666, 0.00106524), yaw = -0.00698882, yaw_dot = 3.96915e-07
Point[201]: time = 20.1, pos = (6.86857, 0.0218844, -0.00690389), vel = (0.481685, -0.00336631, 0.00106197), yaw = -0.00698877, yaw_dot = 7.04555e-07
Point[202]: time = 20.2, pos = (6.91666, 0.0215483, -0.00679786), vel = (0.480141, -0.00335552, 0.00105857), yaw = -0.00698869, yaw_dot = 7.48744e-07
Point[203]: time = 20.3, pos = (6.96459, 0.0212133, -0.00669218), vel = (0.478537, -0.00334431, 0.00105503), yaw = -0.00698862, yaw_dot = 6.32184e-07
Point[204]: time = 20.4, pos = (7.01236, 0.0208794, -0.00658685), vel = (0.47687, -0.00333266, 0.00105136), yaw = -0.00698857, yaw_dot = 4.82848e-07
Point[205]: time = 20.5, pos = (7.05997, 0.0205468, -0.00648191), vel = (0.475142, -0.00332058, 0.00104755), yaw = -0.00698853, yaw_dot = 3.01115e-07
Point[206]: time = 20.6, pos = (7.10739, 0.0202153, -0.00637735), vel = (0.473351, -0.00330807, 0.0010436), yaw = -0.00698851, yaw_dot = 1.33847e-07
Point[207]: time = 20.7, pos = (7.15463, 0.0198852, -0.00627319), vel = (0.471499, -0.00329512, 0.00103952), yaw = -0.0069885, yaw_dot = 3.34617e-08
--------------------------
1743252110.118182314 Received IMU Angular Velocity - [-0.000353022, -0.00465428, 0.00290185]
1743252110.122441012 Received IMU Angular Velocity - [0.000712243, 0.00386783, 0.00609764]
1743252110.128803029 Received IMU Angular Velocity - [0.0102996, 0.0049331, 0.00396711]
1743252110.132279526 Received IMU Angular Velocity - [0.0102996, 0.00280257, 0.00183658]
Received Odometry - Position: x=0.117655, y=0.0685527, Linear Velocity: -0.00326782
Current yaw: 0.000550389 (roll: -0.0263826, pitch: -0.00124394)
1743252110.137959785 Received IMU Angular Velocity - [0.00710383, -0.00571955, 0.00609764]
1743252110.142336685 Received IMU Angular Velocity - [0.0049733, -0.0110459, 0.00609764]
1743252110.148129546 Received IMU Angular Velocity - [0.0049733, -0.00891534, 0.00503238]
1743252110.152272826 Received IMU Angular Velocity - [0.0049733, 0.0017373, 0.00503238]
1743252110.158177009 Received IMU Angular Velocity - [-0.000353022, 0.00812889, 0.00396711]
1743252110.162421212 Received IMU Angular Velocity - [0.00284277, 0.00919416, 0.00183658]
1743252110.167916040 Received IMU Angular Velocity - [0.0049733, 0.000672041, 0.00290185]
1743252110.173373910 Received IMU Angular Velocity - [0.00710383, -0.00785008, 0.00290185]
1743252110.178155782 Received IMU Angular Velocity - [0.00923436, -0.0121111, 0.00396711]
1743252110.182345651 Received IMU Angular Velocity - [0.00390804, -0.00785008, 0.00396711]
1743252110.188219308 Received IMU Angular Velocity - [0.00177751, 0.000672041, 0.00503238]
1743252110.192505653 Received IMU Angular Velocity - [-0.00141829, 0.00919416, 0.00503238]
1743252110.197973410 Received IMU Angular Velocity - [0.00284277, 0.00599836, 0.00609764]
1743252110.202301929 Received IMU Angular Velocity - [0.0156259, -0.00145849, 0.00396711]
-------------------------
[2025-03-29_20-41-50.205] Selected control point: (x: 0.118854, y: 0.0690555, yaw: -0.00280588)
Time diff: 0.088465
-- PID Output: Linear Velocity: 0.001897, Angular Velocity: 0.793529
Linear Velocity Target: 0.001897, Angular Velocity Target: 0.793529
Target Position - x: 0.118854, y: 0.069055, Target Yaw: -0.002806
Current Position - x: 0.117655, y: 0.068553, Current Yaw: 0.000550
--Distance to Target (abs): 0.00129949
--Position ERROR (signed): 0.00119854
--Orientation ERROR: 0.396765
Current Linear Velocity: -0.003268
Current Angular Velocity: 0.003967
--Linear Velocity ERROR: -0.00326782
--Angular Velocity ERROR: 0.00396711
-------------------------
1743252110.208077959 Received IMU Angular Velocity - [0.00710383, -0.00785008, 0.00290185]
1743252110.212313874 Received IMU Angular Velocity - [0.00710383, -0.0099806, 0.00290185]
1743252110.218072337 Received IMU Angular Velocity - [0.00284277, -0.00358902, 0.00290185]
1743252110.222261118 Received IMU Angular Velocity - [-0.00141829, 0.00386783, 0.00183658]
1743252110.228122360 Received IMU Angular Velocity - [0.00177751, 0.00599836, 0.00609764]
1743252110.232325733 Received IMU Angular Velocity - [0.00390804, 0.000672041, 0.000771319]
Received Odometry - Position: x=0.118493, y=0.0686583, Linear Velocity: -5.97725e-05
Current yaw: 0.000777114 (roll: -0.026713, pitch: -0.00131365)
1743252110.238078788 Received IMU Angular Velocity - [0.000712243, -0.0174375, 0.000771319]
1743252110.242343502 Received IMU Angular Velocity - [0.00177751, -0.0280901, 0.0103587]
1743252110.248071406 Received IMU Angular Velocity - [0.00390804, -0.0270248, 0.015685]
1743252110.252340056 Received IMU Angular Velocity - [0.00284277, -0.00785008, 0.0252724]
1743252110.258055193 Received IMU Angular Velocity - [0.00816909, 0.0145205, 0.0380556]
1743252110.262374112 Received IMU Angular Velocity - [-0.00354881, 0.0219773, 0.0540345]
1743252110.267893546 Received IMU Angular Velocity - [-0.00141829, 0.0049331, 0.0710788]
1743252110.272462853 Received IMU Angular Velocity - [0.00390804, -0.0099806, 0.0806662]
1743252110.278089610 Received IMU Angular Velocity - [0.00710383, -0.0163722, 0.0891883]
1743252110.282430448 Received IMU Angular Velocity - [0.0145607, -0.0142417, 0.0955799]
1743252110.288121906 Received IMU Angular Velocity - [0.00923436, 0.00280257, 0.104102]
1743252110.292487127 Received IMU Angular Velocity - [-0.00461408, 0.0123899, 0.111559]
1743252110.297934373 Received IMU Angular Velocity - [-0.00461408, 0.00599836, 0.114755]
1743252110.302215758 Received IMU Angular Velocity - [0.000712243, 0.0049331, 0.119016]
-------------------------
[2025-03-29_20-41-50.305] Selected control point: (x: 0.119273, y: 0.0690525, yaw: -0.00397219)
Time diff: 0.188497
-- PID Output: Linear Velocity: 0.000290268, Angular Velocity: 0.537243
Linear Velocity Target: 0.000290268, Angular Velocity Target: 0.537243
Target Position - x: 0.119273, y: 0.069053, Target Yaw: -0.003972
Current Position - x: 0.118493, y: 0.068658, Current Yaw: 0.000777
--Distance to Target (abs): 0.000874236
--Position ERROR (signed): 0.000780624
--Orientation ERROR: 0.467004
Current Linear Velocity: -0.000060
Current Angular Velocity: 0.119016
--Linear Velocity ERROR: -0.00195677
--Angular Velocity ERROR: -0.674513
-------------------------
1743252110.308152644 Received IMU Angular Velocity - [0.0156259, -0.00358902, 0.122211]
1743252110.312292756 Received IMU Angular Velocity - [0.0113649, -0.0099806, 0.128603]
1743252110.318230730 Received IMU Angular Velocity - [0.00177751, -0.00785008, 0.139256]
1743252110.322308637 Received IMU Angular Velocity - [-0.00248355, -0.00571955, 0.146713]
Received Odometry - Position: x=0.119011, y=0.0691753, Linear Velocity: 0.00906039
Current yaw: 0.00417216 (roll: -0.0258927, pitch: -0.00145464)
1743252110.328072636 Received IMU Angular Velocity - [-0.00141829, -0.00252375, 0.1563]
1743252110.332287336 Received IMU Angular Velocity - [0.00816909, -0.000393224, 0.164822]
1743252110.338087493 Received IMU Angular Velocity - [0.0156259, -0.00465428, 0.162692]
1743252110.342271218 Received IMU Angular Velocity - [0.0124302, -0.00891534, 0.162692]
1743252110.348150475 Received IMU Angular Velocity - [0.00284277, -0.00571955, 0.161626]
1743252110.352327609 Received IMU Angular Velocity - [-0.00780987, 0.000672041, 0.161626]
1743252110.358090424 Received IMU Angular Velocity - [-0.00248355, 0.00280257, 0.15843]
1743252110.362346082 Received IMU Angular Velocity - [0.00923436, 0.00386783, 0.161626]
1743252110.368226363 Received IMU Angular Velocity - [0.0134954, -0.00358902, 0.161626]
1743252110.372290927 Received IMU Angular Velocity - [0.0102996, -0.00571955, 0.160561]
1743252110.378061069 Received IMU Angular Velocity - [0.00603857, -0.0099806, 0.163757]
1743252110.382370740 Received IMU Angular Velocity - [0.00284277, -0.00891534, 0.166953]
1743252110.388164401 Received IMU Angular Velocity - [0.00390804, -0.000393224, 0.171214]
1743252110.392311105 Received IMU Angular Velocity - [0.00710383, 0.00812889, 0.173344]
1743252110.398045729 Received IMU Angular Velocity - [0.0049733, 0.00386783, 0.17654]
1743252110.402494753 Received IMU Angular Velocity - [0.00603857, -0.00465428, 0.175475]
-------------------------
[2025-03-29_20-41-50.405] Selected control point: (x: 0.119833, y: 0.0690486, yaw: -0.00505785)
Time diff: 0.288435
-- PID Output: Linear Velocity: 0.000751528, Angular Velocity: -0.781081
Linear Velocity Target: 0.000751528, Angular Velocity Target: -0.781081
Target Position - x: 0.119833, y: 0.069049, Target Yaw: -0.005058
Current Position - x: 0.119011, y: 0.069175, Current Yaw: 0.004172
--Distance to Target (abs): 0.00083188
--Position ERROR (signed): 0.000821644
--Orientation ERROR: -0.157038
Current Linear Velocity: 0.009060
Current Angular Velocity: 0.175475
--Linear Velocity ERROR: 0.00877013
--Angular Velocity ERROR: -0.361769
-------------------------
1743252110.407962639 Received IMU Angular Velocity - [0.00390804, -0.0121111, 0.177605]
1743252110.412227065 Received IMU Angular Velocity - [0.00816909, -0.0110459, 0.180801]
1743252110.418072083 Received IMU Angular Velocity - [0.00603857, -0.00145849, 0.183997]
1743252110.422393114 Received IMU Angular Velocity - [0.00923436, 0.000672041, 0.186127]
1743252110.427994497 Received IMU Angular Velocity - [0.00710383, 0.00280257, 0.188258]
1743252110.432366437 Received IMU Angular Velocity - [0.00923436, 0.000672041, 0.192519]
1743252110.438079398 Received IMU Angular Velocity - [0.0166912, -0.000393224, 0.194649]
1743252110.442316689 Received IMU Angular Velocity - [0.0102996, 0.000672041, 0.188258]
Received Odometry - Position: x=0.121754, y=0.0704172, Linear Velocity: 0.023146
Current yaw: 0.0194118 (roll: -0.0262339, pitch: -0.00128315)
1743252110.448112334 Received IMU Angular Velocity - [0.0049733, -0.00465428, 0.183997]
1743252110.452311611 Received IMU Angular Velocity - [0.00923436, -0.00571955, 0.168018]
1743252110.458101976 Received IMU Angular Velocity - [-0.00780987, 0.00706363, 0.146713]
1743252110.462300038 Received IMU Angular Velocity - [-0.00248355, 0.0049331, 0.130734]
1743252110.468104098 Received IMU Angular Velocity - [0.0134954, 0.00280257, 0.125407]
1743252110.472231795 Received IMU Angular Velocity - [0.0124302, -0.00891534, 0.113689]
1743252110.478281539 Received IMU Angular Velocity - [0.0156259, -0.0206332, 0.101971]
1743252110.482492399 Received IMU Angular Velocity - [0.00816909, -0.0121111, 0.0945146]
-------------------------
[2025-03-29_20-41-50.505] Selected control point: (x: 0.120556, y: 0.0690436, yaw: -0.00599148)
Time diff: 0.388542
-- PID Output: Linear Velocity: 0, Angular Velocity: -1
Linear Velocity Target: 0, Angular Velocity Target: -1
Target Position - x: 0.120556, y: 0.069044, Target Yaw: -0.005991
Current Position - x: 0.121754, y: 0.070417, Current Yaw: 0.019412
--Distance to Target (abs): 0.00182255
--Position ERROR (signed): -0.00122433
--Orientation ERROR: -2.30739
Current Linear Velocity: 0.023146
Current Angular Velocity: 0.094515
--Linear Velocity ERROR: 0.0223944
--Angular Velocity ERROR: 0.875595
-------------------------
1743252110.488197265 Received IMU Angular Velocity - [-0.000353022, -0.00252375, 0.0859925]
1743252110.492292067 Received IMU Angular Velocity - [0.00284277, -0.00358902, 0.0838619]
1743252110.497926792 Received IMU Angular Velocity - [0.00390804, -0.00678481, 0.0774704]
1743252110.502342218 Received IMU Angular Velocity - [0.00710383, -0.0110459, 0.0689482]
1743252110.508079530 Received IMU Angular Velocity - [0.0177565, -0.0142417, 0.0593609]
1743252110.512308438 Received IMU Angular Velocity - [0.0124302, -0.00785008, 0.0529693]
1743252110.518113714 Received IMU Angular Velocity - [0.00603857, -0.00252375, 0.0508387]
1743252110.522275393 Received IMU Angular Velocity - [-0.00248355, -0.000393224, 0.0391208]
1743252110.528124667 Received IMU Angular Velocity - [-0.00141829, 0.00280257, 0.0188808]
[2025-03-29_20-41-50.533] Received Bspline message - pos_pts size: 26, yaw_pts size: 73, order=3
----- Control Points -----
Point[0]: time = 0, pos = (0.120236, 0.0697273, -0.0213554), vel = (1.47783e-05, -1.04299e-07, 3.19437e-08), yaw = 0.000516286, yaw_dot = 0
Point[1]: time = 0.1, pos = (0.120241, 0.0697273, -0.0213554), vel = (0.000117496, -8.2924e-07, 2.53971e-07), yaw = 0.000493951, yaw_dot = -0.000670065
Point[2]: time = 0.2, pos = (0.120266, 0.0697271, -0.0213553), vel = (0.000424878, -2.99862e-06, 9.18387e-07), yaw = 0.000337602, yaw_dot = -0.00268026
Point[3]: time = 0.3, pos = (0.120332, 0.0697266, -0.0213552), vel = (0.000936925, -6.61243e-06, 2.02519e-06), yaw = -8.67712e-05, yaw_dot = -0.00602948
Point[4]: time = 0.4, pos = (0.12046, 0.0697257, -0.0213549), vel = (0.00165364, -1.16707e-05, 3.57438e-06), yaw = -0.000863977, yaw_dot = -0.00928578
Point[5]: time = 0.5, pos = (0.12067, 0.0697242, -0.0213545), vel = (0.00257501, -1.81734e-05, 5.56596e-06), yaw = -0.00189816, yaw_dot = -0.011169
Point[6]: time = 0.6, pos = (0.120982, 0.069722, -0.0213538), vel = (0.00370105, -2.61205e-05, 7.99993e-06), yaw = -0.003052, yaw_dot = -0.01168
Point[7]: time = 0.7, pos = (0.121417, 0.069719, -0.0213528), vel = (0.00503175, -3.5512e-05, 1.08763e-05), yaw = -0.00420079, yaw_dot = -0.0111737
Point[8]: time = 0.8, pos = (0.121995, 0.0697149, -0.0213516), vel = (0.00656712, -4.6348e-05, 1.4195e-05), yaw = -0.00526232, yaw_dot = -0.00993469
Point[9]: time = 0.9, pos = (0.122737, 0.0697096, -0.02135), vel = (0.00830715, -5.86284e-05, 1.79562e-05), yaw = -0.00616332, yaw_dot = -0.00796624
Point[10]: time = 1, pos = (0.123663, 0.0697031, -0.021348), vel = (0.0102257, -7.21685e-05, 2.21031e-05), yaw = -0.00684997, yaw_dot = -0.00579707
Point[11]: time = 1.1, pos = (0.124787, 0.0696952, -0.0213456), vel = (0.0122916, -8.67493e-05, 2.65687e-05), yaw = -0.00732877, yaw_dot = -0.00380923
Point[12]: time = 1.2, pos = (0.126126, 0.0696857, -0.0213427), vel = (0.014505, -0.000102371, 3.13531e-05), yaw = -0.00761787, yaw_dot = -0.00200433
Point[13]: time = 1.3, pos = (0.127693, 0.0696747, -0.0213393), vel = (0.0168659, -0.000119032, 3.6456e-05), yaw = -0.00774109, yaw_dot = -0.000531919
Point[14]: time = 1.4, pos = (0.129504, 0.0696619, -0.0213354), vel = (0.0193741, -0.000136734, 4.18777e-05), yaw = -0.00773858, yaw_dot = 0.000510464
Point[15]: time = 1.5, pos = (0.131573, 0.0696473, -0.0213309), vel = (0.0220298, -0.000155477, 4.7618e-05), yaw = -0.00765333, yaw_dot = 0.00112474
Point[16]: time = 1.6, pos = (0.133915, 0.0696308, -0.0213258), vel = (0.0248328, -0.00017526, 5.36769e-05), yaw = -0.00752366, yaw_dot = 0.00142845
Point[17]: time = 1.7, pos = (0.136544, 0.0696122, -0.0213201), vel = (0.0277833, -0.000196083, 6.00545e-05), yaw = -0.00737568, yaw_dot = 0.00149095
Point[18]: time = 1.8, pos = (0.139476, 0.0695915, -0.0213138), vel = (0.0308812, -0.000217947, 6.67507e-05), yaw = -0.00723349, yaw_dot = 0.00131552
Point[19]: time = 1.9, pos = (0.142725, 0.0695686, -0.0213068), vel = (0.0341126, -0.000240753, 7.37354e-05), yaw = -0.00711532, yaw_dot = 0.00104457
Point[20]: time = 2, pos = (0.146303, 0.0695433, -0.0212991), vel = (0.037458, -0.000264363, 8.09666e-05), yaw = -0.00702522, yaw_dot = 0.000754255
Point[21]: time = 2.1, pos = (0.150221, 0.0695157, -0.0212906), vel = (0.0409174, -0.000288778, 8.84441e-05), yaw = -0.00696511, yaw_dot = 0.000446309
Point[22]: time = 2.2, pos = (0.15449, 0.0694855, -0.0212814), vel = (0.0444907, -0.000313997, 9.61679e-05), yaw = -0.00693447, yaw_dot = 0.000177599
Point[23]: time = 2.3, pos = (0.159123, 0.0694529, -0.0212713), vel = (0.0481779, -0.00034002, 0.000104138), yaw = -0.00692736, yaw_dot = -2.42995e-05
Point[24]: time = 2.4, pos = (0.164129, 0.0694175, -0.0212605), vel = (0.051979, -0.000366846, 0.000112354), yaw = -0.0069371, yaw_dot = -0.000159833
Point[25]: time = 2.5, pos = (0.169522, 0.0693795, -0.0212489), vel = (0.0558941, -0.000394477, 0.000120817), yaw = -0.00695754, yaw_dot = -0.000240556
Point[26]: time = 2.6, pos = (0.175312, 0.0693386, -0.0212364), vel = (0.0599231, -0.000422912, 0.000129525), yaw = -0.00698356, yaw_dot = -0.00027155
Point[27]: time = 2.7, pos = (0.181511, 0.0692948, -0.021223), vel = (0.064066, -0.000452151, 0.00013848), yaw = -0.0070102, yaw_dot = -0.000254135
Point[28]: time = 2.8, pos = (0.188129, 0.0692481, -0.0212086), vel = (0.0683075, -0.000482086, 0.000147649), yaw = -0.00703378, yaw_dot = -0.000215896
Point[29]: time = 2.9, pos = (0.195175, 0.0691984, -0.0211934), vel = (0.072623, -0.000512543, 0.000156977), yaw = -0.00705305, yaw_dot = -0.000167846
Point[30]: time = 3, pos = (0.202656, 0.0691456, -0.0211772), vel = (0.0770119, -0.000543518, 0.000166464), yaw = -0.00706703, yaw_dot = -0.000110813
Point[31]: time = 3.1, pos = (0.210579, 0.0690897, -0.0211601), vel = (0.0814744, -0.000575012, 0.000176109), yaw = -0.00707544, yaw_dot = -5.90513e-05
Point[32]: time = 3.2, pos = (0.218953, 0.0690306, -0.021142), vel = (0.0860103, -0.000607026, 0.000185914), yaw = -0.00707919, yaw_dot = -1.77268e-05
Point[33]: time = 3.3, pos = (0.227784, 0.0689683, -0.0211229), vel = (0.0906198, -0.000639557, 0.000195877), yaw = -0.00707933, yaw_dot = 1.3175e-05
Point[34]: time = 3.4, pos = (0.237079, 0.0689027, -0.0211028), vel = (0.0953028, -0.000672608, 0.000206), yaw = -0.0070769, yaw_dot = 3.38628e-05
Point[35]: time = 3.5, pos = (0.246847, 0.0688337, -0.0210817), vel = (0.100059, -0.000706178, 0.000216281), yaw = -0.0070729, yaw_dot = 4.44051e-05
Point[36]: time = 3.6, pos = (0.257094, 0.0687614, -0.0210596), vel = (0.104889, -0.000740266, 0.000226722), yaw = -0.00706835, yaw_dot = 4.52159e-05
Point[37]: time = 3.7, pos = (0.267827, 0.0686857, -0.0210364), vel = (0.109782, -0.000774798, 0.000237298), yaw = -0.00706399, yaw_dot = 4.14052e-05
Point[38]: time = 3.8, pos = (0.279052, 0.0686064, -0.0210121), vel = (0.114718, -0.000809632, 0.000247966), yaw = -0.00706017, yaw_dot = 3.44942e-05
Point[39]: time = 3.9, pos = (0.290772, 0.0685237, -0.0209868), vel = (0.119696, -0.000844764, 0.000258726), yaw = -0.00705719, yaw_dot = 2.4789e-05
Point[40]: time = 4, pos = (0.302992, 0.0684375, -0.0209604), vel = (0.124716, -0.000880194, 0.000269577), yaw = -0.00705519, yaw_dot = 1.55435e-05
Point[41]: time = 4.1, pos = (0.315717, 0.0683477, -0.0209329), vel = (0.129778, -0.000915922, 0.00028052), yaw = -0.00705404, yaw_dot = 7.63435e-06
Point[42]: time = 4.2, pos = (0.328949, 0.0682543, -0.0209043), vel = (0.134883, -0.000951949, 0.000291554), yaw = -0.00705362, yaw_dot = 1.10829e-06
Point[43]: time = 4.3, pos = (0.342695, 0.0681573, -0.0208745), vel = (0.14003, -0.000988274, 0.000302679), yaw = -0.00705376, yaw_dot = -3.60155e-06
Point[44]: time = 4.4, pos = (0.356957, 0.0680566, -0.0208437), vel = (0.145219, -0.0010249, 0.000313896), yaw = -0.00705427, yaw_dot = -6.3898e-06
Point[45]: time = 4.5, pos = (0.37174, 0.0679523, -0.0208118), vel = (0.150451, -0.00106182, 0.000325204), yaw = -0.00705497, yaw_dot = -7.36544e-06
Point[46]: time = 4.6, pos = (0.387048, 0.0678443, -0.0207787), vel = (0.155716, -0.00109898, 0.000336584), yaw = -0.00705572, yaw_dot = -7.4122e-06
Point[47]: time = 4.7, pos = (0.402883, 0.0677325, -0.0207444), vel = (0.160995, -0.00113623, 0.000347994), yaw = -0.00705643, yaw_dot = -6.7238e-06
Point[48]: time = 4.8, pos = (0.419247, 0.067617, -0.0207091), vel = (0.166287, -0.00117358, 0.000359434), yaw = -0.00705704, yaw_dot = -5.37876e-06
Point[49]: time = 4.9, pos = (0.436141, 0.0674978, -0.0206726), vel = (0.171592, -0.00121103, 0.000370902), yaw = -0.0070575, yaw_dot = -3.93935e-06
Point[50]: time = 5, pos = (0.453566, 0.0673748, -0.0206349), vel = (0.176911, -0.00124856, 0.000382398), yaw = -0.00705783, yaw_dot = -2.51629e-06
Point[51]: time = 5.1, pos = (0.471524, 0.0672481, -0.0205961), vel = (0.182243, -0.0012862, 0.000393924), yaw = -0.00705801, yaw_dot = -1.1521e-06
Point[52]: time = 5.2, pos = (0.490015, 0.0671175, -0.0205561), vel = (0.187588, -0.00132392, 0.000405478), yaw = -0.00705807, yaw_dot = -1.17012e-07
Point[53]: time = 5.3, pos = (0.509042, 0.0669833, -0.020515), vel = (0.192947, -0.00136174, 0.000417061), yaw = -0.00705804, yaw_dot = 5.41324e-07
Point[54]: time = 5.4, pos = (0.528605, 0.0668452, -0.0204727), vel = (0.198319, -0.00139966, 0.000428673), yaw = -0.00705797, yaw_dot = 8.59601e-07
Point[55]: time = 5.5, pos = (0.548706, 0.0667033, -0.0204292), vel = (0.203698, -0.00143762, 0.000440299), yaw = -0.00705788, yaw_dot = 1.04588e-06
Point[56]: time = 5.6, pos = (0.569344, 0.0665577, -0.0203846), vel = (0.209067, -0.00147551, 0.000451904), yaw = -0.00705777, yaw_dot = 1.13288e-06
Point[57]: time = 5.7, pos = (0.590519, 0.0664082, -0.0203389), vel = (0.214425, -0.00151332, 0.000463485), yaw = -0.00705765, yaw_dot = 1.12481e-06
Point[58]: time = 5.8, pos = (0.612229, 0.066255, -0.0202919), vel = (0.219772, -0.00155106, 0.000475043), yaw = -0.00705754, yaw_dot = 1.04293e-06
Point[59]: time = 5.9, pos = (0.634473, 0.066098, -0.0202439), vel = (0.225108, -0.00158872, 0.000486577), yaw = -0.00705745, yaw_dot = 8.90221e-07
Point[60]: time = 6, pos = (0.65725, 0.0659373, -0.0201946), vel = (0.230433, -0.0016263, 0.000498089), yaw = -0.00705737, yaw_dot = 6.78738e-07
Point[61]: time = 6.1, pos = (0.680559, 0.0657728, -0.0201442), vel = (0.235748, -0.00166381, 0.000509576), yaw = -0.00705731, yaw_dot = 4.63494e-07
Point[62]: time = 6.2, pos = (0.704399, 0.0656045, -0.0200927), vel = (0.241052, -0.00170124, 0.00052104), yaw = -0.00705728, yaw_dot = 2.51271e-07
Point[63]: time = 6.3, pos = (0.728769, 0.0654325, -0.02004), vel = (0.246345, -0.0017386, 0.000532481), yaw = -0.00705726, yaw_dot = 4.96586e-08
Point[64]: time = 6.4, pos = (0.753668, 0.0652568, -0.0199862), vel = (0.251622, -0.00177584, 0.000543888), yaw = -0.00705726, yaw_dot = -1.10147e-07
Point[65]: time = 6.5, pos = (0.779093, 0.0650774, -0.0199313), vel = (0.256869, -0.00181288, 0.00055523), yaw = -0.00705728, yaw_dot = -2.24774e-07
Point[66]: time = 6.6, pos = (0.805041, 0.0648942, -0.0198752), vel = (0.262085, -0.00184969, 0.000566505), yaw = -0.00705731, yaw_dot = -2.96582e-07
Point[67]: time = 6.7, pos = (0.831509, 0.0647074, -0.019818), vel = (0.26727, -0.00188628, 0.000577713), yaw = -0.00705734, yaw_dot = -3.34336e-07
Point[68]: time = 6.8, pos = (0.858494, 0.064517, -0.0197596), vel = (0.272424, -0.00192266, 0.000588853), yaw = -0.00705737, yaw_dot = -3.38861e-07
Point[69]: time = 6.9, pos = (0.885993, 0.0643229, -0.0197002), vel = (0.277548, -0.00195882, 0.000599927), yaw = -0.00705741, yaw_dot = -3.16508e-07
Point[70]: time = 7, pos = (0.914002, 0.0641252, -0.0196397), vel = (0.28264, -0.00199475, 0.000610934), yaw = -0.00705744, yaw_dot = -2.88613e-07
Point[71]: time = 7.1, pos = (0.942519, 0.063924, -0.019578), vel = (0.287701, -0.00203047, 0.000621874), yaw = -0.00705746, yaw_dot = -2.56906e-07
Point[72]: time = 7.2, pos = (0.971541, 0.0637191, -0.0195153), vel = (0.292731, -0.00206597, 0.000632746), yaw = -0.00705749, yaw_dot = -2.12747e-07
Point[73]: time = 7.3, pos = (1.00106, 0.0635108, -0.0194515), vel = (0.297727, -0.00210123, 0.000643545), yaw = -0.0070575, yaw_dot = -1.29844e-07
