-------------------------
PID Controller Parameters:
Position PID: P: 1, I: 0, D: 1
1744634041.855922553 Received IMU Angular Velocity - [0.00710383, -0.0110459, 0.00396711]
1744634041.861719816 Received IMU Angular Velocity - [0.00284277, -0.00785008, 0.00290185]
1744634041.866215733 Received IMU Angular Velocity - [0.0049733, 0.000672041, 0.00396711]
1744634041.871743729 Received IMU Angular Velocity - [0.00284277, 0.0049331, 0.00290185]
1744634041.875841744 Received IMU Angular Velocity - [0.00603857, 0.00280257, 0.00290185]
-------------------------
[2025-04-14_20-34-01.880] No B-spline trajectory received.
-------------------------
1744634041.881698780 Received IMU Angular Velocity - [0.0113649, -0.00358902, 0.00290185]
1744634041.886009490 Received IMU Angular Velocity - [0.00710383, -0.00891534, 0.00290185]
1744634041.891846623 Received IMU Angular Velocity - [-0.000353022, -0.00891534, 0.000771319]
Received Odometry - Position: x=0.135988, y=0.061591, Linear Velocity: 7.37501e-05
Current yaw: 0.0018883 (roll: -0.0130832, pitch: -0.00473981)
1744634041.895934719 Received IMU Angular Velocity - [0.00390804, -0.00358902, 0.00396711]
1744634041.901706415 Received IMU Angular Velocity - [0.00603857, 0.00280257, 0.00609764]
1744634041.906006053 Received IMU Angular Velocity - [-0.000353022, 0.00599836, 0.00183658]
1744634041.911802036 Received IMU Angular Velocity - [0.00710383, 0.00280257, 0.000771319]
1744634041.915933042 Received IMU Angular Velocity - [0.00923436, -0.00465428, 0.00290185]
1744634041.921740097 Received IMU Angular Velocity - [0.00710383, -0.0110459, 0.00290185]
1744634041.925981721 Received IMU Angular Velocity - [0.00284277, -0.00891534, 0.00290185]
1744634041.931717451 Received IMU Angular Velocity - [0.00390804, -0.00252375, 0.00290185]
1744634041.936065887 Received IMU Angular Velocity - [0.00390804, 0.00386783, 0.000771319]
1744634041.941686326 Received IMU Angular Velocity - [0.00603857, 0.00706363, 0.00396711]
1744634041.946024042 Received IMU Angular Velocity - [0.0102996, 0.0017373, 0.00183658]
1744634041.951682720 Received IMU Angular Velocity - [0.00710383, -0.00571955, 0.00290185]
1744634041.955931288 Received IMU Angular Velocity - [0.00284277, -0.0110459, -0.00135921]
1744634041.961968988 Received IMU Angular Velocity - [0.00603857, -0.00891534, 0.000771319]
1744634041.965959200 Received IMU Angular Velocity - [0.00177751, -0.000393224, 0.00290185]
1744634041.971690899 Received IMU Angular Velocity - [-0.00141829, 0.00386783, 0.000771319]
1744634041.976032614 Received IMU Angular Velocity - [0.00816909, 0.00280257, 0.00183658]
-------------------------
[2025-04-14_20-34-01.980] No B-spline trajectory received.
-------------------------
1744634041.981718299 Received IMU Angular Velocity - [0.00923436, -0.00252375, 0.00396711]
1744634041.985860024 Received IMU Angular Velocity - [0.00390804, -0.00785008, 0.00290185]
1744634041.992040405 Received IMU Angular Velocity - [0.0049733, -0.00465428, 0.00396711]
1744634041.996691131 Received IMU Angular Velocity - [0.0049733, -0.00465428, 0.00396711]
1744634042.001755372 Received IMU Angular Velocity - [0.000712243, 0.00599836, 0.000771319]
1744634042.005812749 Received IMU Angular Velocity - [0.000712243, 0.00599836, 0.000771319]
1744634042.012250655 Received IMU Angular Velocity - [0.0113649, -0.00465428, 0.00290185]
Received Odometry - Position: x=0.133957, y=0.0637297, Linear Velocity: -0.0048241
Current yaw: 0.00246409 (roll: -0.0131983, pitch: -0.00542232)
1744634042.016045516 Received IMU Angular Velocity - [0.0113649, -0.00465428, 0.00290185]
1744634042.021571080 Received IMU Angular Velocity - [0.00710383, -0.0099806, 0.00396711]
1744634042.026321417 Received IMU Angular Velocity - [0.00710383, -0.0099806, 0.00396711]
1744634042.031702315 Received IMU Angular Velocity - [0.00177751, 0.0017373, 0.00183658]
1744634042.035928709 Received IMU Angular Velocity - [0.00177751, 0.0017373, 0.00183658]
1744634042.041693205 Received IMU Angular Velocity - [0.00390804, 0.0017373, 0.00290185]
1744634042.046079143 Received IMU Angular Velocity - [0.00390804, 0.0017373, 0.00290185]
1744634042.051688767 Received IMU Angular Velocity - [0.0102996, -0.0099806, 0.00290185]
1744634042.056192427 Received IMU Angular Velocity - [0.0102996, -0.0099806, 0.00290185]
1744634042.061557743 Received IMU Angular Velocity - [-0.00248355, -0.00145849, 0.00290185]
1744634042.065832294 Received IMU Angular Velocity - [-0.00248355, -0.00145849, 0.00290185]
1744634042.071706449 Received IMU Angular Velocity - [0.00603857, 0.00280257, 0.00396711]
1744634042.075892844 Received IMU Angular Velocity - [0.00603857, 0.00280257, 0.00396711]
-------------------------
[2025-04-14_20-34-02.080] No B-spline trajectory received.
-------------------------
1744634042.081709627 Received IMU Angular Velocity - [0.0049733, -0.00785008, 0.00183658]
1744634042.085909301 Received IMU Angular Velocity - [0.0049733, -0.00785008, 0.00183658]
1744634042.091784097 Received IMU Angular Velocity - [0.00390804, -0.00571955, 0.00290185]
1744634042.095909887 Received IMU Angular Velocity - [0.00390804, -0.00571955, 0.00290185]
1744634042.101702222 Received IMU Angular Velocity - [0.00284277, 0.00706363, 0.00396711]
Received Odometry - Position: x=0.134825, y=0.0656694, Linear Velocity: -0.00132666
Current yaw: 0.00255352 (roll: -0.0130891, pitch: -0.00510161)
1744634042.105849003 Received IMU Angular Velocity - [0.00284277, 0.00706363, 0.00396711]
1744634042.111739030 Received IMU Angular Velocity - [0.00603857, -0.00252375, 0.000771319]
1744634042.115912530 Received IMU Angular Velocity - [0.00603857, -0.00252375, 0.000771319]
1744634042.121678434 Received IMU Angular Velocity - [0.00710383, -0.00891534, 0.00396711]
1744634042.125925019 Received IMU Angular Velocity - [0.00284277, -0.00571955, 0.00290185]
1744634042.131758312 Received IMU Angular Velocity - [0.0049733, 0.000672041, 0.00290185]
1744634042.135945731 Received IMU Angular Velocity - [0.000712243, 0.00599836, 0.00396711]
1744634042.141829422 Received IMU Angular Velocity - [0.00603857, 0.00280257, 0.00396711]
1744634042.145850097 Received IMU Angular Velocity - [0.0145607, -0.00571955, 0.00290185]
1744634042.151693630 Received IMU Angular Velocity - [0.0102996, -0.0110459, 0.00183658]
1744634042.156191019 Received IMU Angular Velocity - [0.00390804, -0.00891534, 0.00183658]
1744634042.161718471 Received IMU Angular Velocity - [0.00603857, -0.00358902, 0.00290185]
1744634042.165982174 Received IMU Angular Velocity - [0.0049733, 0.00280257, 0.00503238]
1744634042.171834987 Received IMU Angular Velocity - [0.0049733, 0.00386783, 0.00290185]
1744634042.176240028 Received IMU Angular Velocity - [0.00603857, 0.000672041, 0.00183658]
-------------------------
[2025-04-14_20-34-02.180] No B-spline trajectory received.
-------------------------
1744634042.181714106 Received IMU Angular Velocity - [0.0102996, -0.00678481, 0.00290185]
1744634042.185837912 Received IMU Angular Velocity - [0.00816909, -0.00891534, 0.00290185]
1744634042.192060147 Received IMU Angular Velocity - [0.00710383, -0.00571955, 0.00396711]
1744634042.195893471 Received IMU Angular Velocity - [0.000712243, 0.000672041, 0.00396711]
1744634042.201740300 Received IMU Angular Velocity - [-0.00248355, 0.00599836, 0.00396711]
1744634042.205944486 Received IMU Angular Velocity - [0.00816909, 0.0049331, 0.00290185]
1744634042.211581853 Received IMU Angular Velocity - [0.00923436, -0.00145849, -0.000293946]
Received Odometry - Position: x=0.135197, y=0.065666, Linear Velocity: -2.91134e-05
Current yaw: 0.00226417 (roll: -0.0129835, pitch: -0.0051468)
1744634042.215984046 Received IMU Angular Velocity - [0.0049733, -0.00785008, 0.00290185]
1744634042.221689217 Received IMU Angular Velocity - [0.00390804, -0.0110459, 0.00396711]
1744634042.225922586 Received IMU Angular Velocity - [0.00603857, -0.00678481, 0.00183658]
1744634042.231718122 Received IMU Angular Velocity - [0.00177751, 0.000672041, 0.00396711]
1744634042.236512392 Received IMU Angular Velocity - [-0.00141829, 0.00386783, 0.00290185]
1744634042.243497599 Received IMU Angular Velocity - [0.00390804, 0.00280257, 0.00183658]
1744634042.247380777 Received IMU Angular Velocity - [0.00710383, -0.00465428, 0.000771319]
1744634042.251819480 Received IMU Angular Velocity - [0.00923436, -0.00891534, 0.000771319]
1744634042.256140365 Received IMU Angular Velocity - [0.00816909, -0.00891534, 0.00290185]
1744634042.261683016 Received IMU Angular Velocity - [0.00177751, -0.00465428, 0.00503238]
1744634042.265929280 Received IMU Angular Velocity - [0.00177751, 0.0017373, 0.00290185]
1744634042.271904679 Received IMU Angular Velocity - [0.00390804, 0.0049331, 0.00396711]
1744634042.275910475 Received IMU Angular Velocity - [0.00816909, -0.000393224, 0.00183658]
-------------------------
[2025-04-14_20-34-02.280] No B-spline trajectory received.
-------------------------
1744634042.281666460 Received IMU Angular Velocity - [0.0049733, -0.00571955, 0.00183658]
1744634042.285911732 Received IMU Angular Velocity - [0.00923436, -0.00891534, 0.00183658]
1744634042.291748641 Received IMU Angular Velocity - [0.00710383, -0.00785008, 0.00503238]
1744634042.295789859 Received IMU Angular Velocity - [-0.000353022, -0.00145849, 0.00396711]
1744634042.301722092 Received IMU Angular Velocity - [-0.000353022, 0.0049331, 0.000771319]
1744634042.305786669 Received IMU Angular Velocity - [0.00923436, 0.00706363, 0.00183658]
Received Odometry - Position: x=0.135083, y=0.0662963, Linear Velocity: -0.000424158
Current yaw: 0.00200607 (roll: -0.0130231, pitch: -0.00610187)
1744634042.311667256 Received IMU Angular Velocity - [0.00177751, -0.000393224, -0.000293946]
1744634042.315895345 Received IMU Angular Velocity - [0.00710383, -0.00785008, 0.00290185]
1744634042.321817819 Received IMU Angular Velocity - [0.00816909, -0.0110459, 0.00290185]
1744634042.325853341 Received IMU Angular Velocity - [0.00390804, -0.00785008, 0.00183658]
1744634042.332064633 Received IMU Angular Velocity - [-0.000353022, -0.000393224, 0.00290185]
1744634042.336014495 Received IMU Angular Velocity - [0.00603857, 0.0049331, 0.000771319]
1744634042.341656693 Received IMU Angular Velocity - [0.00923436, 0.00386783, 0.00183658]
1744634042.346089701 Received IMU Angular Velocity - [0.00710383, -0.00145849, 0.000771319]
1744634042.351724380 Received IMU Angular Velocity - [0.0102996, -0.00785008, 0.00290185]
1744634042.355913783 Received IMU Angular Velocity - [0.0049733, -0.00891534, 0.00503238]
1744634042.363215967 Received IMU Angular Velocity - [-0.00248355, -0.00465428, 0.000771319]
1744634042.366389354 Received IMU Angular Velocity - [0.00284277, 0.000672041, 0.00183658]
1744634042.371676881 Received IMU Angular Velocity - [0.00390804, 0.0049331, 0.00290185]
1744634042.375940329 Received IMU Angular Velocity - [0.00284277, 0.00280257, 0.000771319]
-------------------------
[2025-04-14_20-34-02.380] No B-spline trajectory received.
-------------------------
1744634042.381823668 Received IMU Angular Velocity - [0.0102996, -0.00358902, 0.00183658]
1744634042.386013295 Received IMU Angular Velocity - [0.0113649, -0.0099806, 0.00183658]
1744634042.391682660 Received IMU Angular Velocity - [-0.000353022, -0.00785008, 0.00290185]
Received Odometry - Position: x=0.136887, y=0.0668773, Linear Velocity: 0.00429685
Current yaw: 0.00191978 (roll: -0.0127854, pitch: -0.00545987)
1744634042.397684842 Received IMU Angular Velocity - [-0.000353022, -0.00145849, 0.00183658]
1744634042.401679694 Received IMU Angular Velocity - [0.00284277, 0.0049331, 0.00396711]
1744634042.405857417 Received IMU Angular Velocity - [0.00284277, 0.00706363, 0.00183658]
1744634042.411651193 Received IMU Angular Velocity - [0.00710383, -0.000393224, 0.00183658]
1744634042.416442327 Received IMU Angular Velocity - [0.0113649, -0.00785008, 0.00396711]
1744634042.421510921 Received IMU Angular Velocity - [0.00816909, -0.0131764, 0.00503238]
1744634042.425801055 Received IMU Angular Velocity - [0.0049733, -0.0099806, 0.00290185]
1744634042.431658219 Received IMU Angular Velocity - [0.00603857, -0.00252375, 0.00396711]
1744634042.436073276 Received IMU Angular Velocity - [0.00390804, 0.00280257, 0.00396711]
1744634042.441682676 Received IMU Angular Velocity - [0.00284277, 0.0049331, -0.000293946]
1744634042.445968266 Received IMU Angular Velocity - [0.00923436, -0.00145849, 0.00290185]
1744634042.451668638 Received IMU Angular Velocity - [0.00603857, -0.00678481, 0.00396711]
1744634042.455994354 Received IMU Angular Velocity - [0.00284277, -0.00891534, 0.00290185]
1744634042.461674759 Received IMU Angular Velocity - [0.0049733, -0.00571955, 0.00503238]
1744634042.466472997 Received IMU Angular Velocity - [0.000712243, 0.000672041, 0.00503238]
1744634042.471718255 Received IMU Angular Velocity - [0.000712243, 0.00386783, -0.000293946]
1744634042.475974822 Received IMU Angular Velocity - [0.0113649, 0.00280257, 0.00183658]
-------------------------
[2025-04-14_20-34-02.480] No B-spline trajectory received.
-------------------------
1744634042.481720376 Received IMU Angular Velocity - [0.00710383, -0.00358902, 0.00290185]
1744634042.486007598 Received IMU Angular Velocity - [0.00603857, -0.00891534, 0.00396711]
1744634042.491802558 Received IMU Angular Velocity - [0.00284277, -0.00891534, 0.00396711]
1744634042.495883230 Received IMU Angular Velocity - [0.000712243, -0.00465428, 0.00396711]
1744634042.501722027 Received IMU Angular Velocity - [0.000712243, 0.00280257, 0.00396711]
1744634042.505955908 Received IMU Angular Velocity - [0.0049733, 0.00706363, 0.00290185]
1744634042.511563068 Received IMU Angular Velocity - [0.0102996, 0.0017373, 0.00183658]
1744634042.515904944 Received IMU Angular Velocity - [0.00816909, -0.00678481, 0.00183658]
1744634042.521679744 Received IMU Angular Velocity - [0.0102996, -0.0099806, 0.00290185]
1744634042.525879963 Received IMU Angular Velocity - [0.00603857, -0.0099806, 0.00290185]
1744634042.531686921 Received IMU Angular Velocity - [-0.00354881, -0.00252375, 0.00290185]
1744634042.535888644 Received IMU Angular Velocity - [-0.00248355, 0.00386783, 0.000771319]
Received Odometry - Position: x=0.136496, y=0.0666996, Linear Velocity: 0.002757
Current yaw: 0.00217765 (roll: -0.0130599, pitch: -0.00521888)
1744634042.541945927 Received IMU Angular Velocity - [0.00816909, 0.00706363, 0.00183658]
1744634042.546197791 Received IMU Angular Velocity - [0.00923436, -0.000393224, 0.00503238]
1744634042.551750905 Received IMU Angular Velocity - [0.00816909, -0.00678481, 0.00183658]
1744634042.556015441 Received IMU Angular Velocity - [0.0102996, -0.0110459, 0.000771319]
1744634042.562203310 Received IMU Angular Velocity - [-0.00141829, -0.00678481, 0.00183658]
1744634042.565925439 Received IMU Angular Velocity - [-0.00141829, -0.000393224, 0.00290185]
1744634042.571494265 Received IMU Angular Velocity - [0.00710383, 0.0049331, 0.00183658]
1744634042.575895786 Received IMU Angular Velocity - [0.000712243, 0.00280257, 0.00183658]
-------------------------
[2025-04-14_20-34-02.580] No B-spline trajectory received.
-------------------------
1744634042.581679162 Received IMU Angular Velocity - [0.00603857, -0.00358902, 0.00290185]
1744634042.585912402 Received IMU Angular Velocity - [0.0113649, -0.0099806, 0.00396711]
1744634042.591672963 Received IMU Angular Velocity - [0.00390804, -0.00785008, 0.00396711]
1744634042.595872894 Received IMU Angular Velocity - [-0.000353022, -0.00252375, 0.00183658]
1744634042.601680621 Received IMU Angular Velocity - [0.00284277, 0.0017373, 0.000771319]
1744634042.605972003 Received IMU Angular Velocity - [0.00177751, 0.00599836, 0.000771319]
1744634042.611560156 Received IMU Angular Velocity - [0.00284277, 0.00280257, 0.000771319]
1744634042.615850066 Received IMU Angular Velocity - [0.0113649, -0.00465428, 0.00183658]
1744634042.621655585 Received IMU Angular Velocity - [0.0113649, -0.0110459, 0.00290185]
1744634042.625897497 Received IMU Angular Velocity - [0.00177751, -0.0099806, 0.00290185]
1744634042.634478086 Received IMU Angular Velocity - [-0.00248355, -0.00145849, -0.00135921]
1744634042.635863140 Received IMU Angular Velocity - [0.000712243, 0.00386783, 0.000771319]
1744634042.641642932 Received IMU Angular Velocity - [0.00390804, 0.0049331, 0.00290185]
1744634042.645937386 Received IMU Angular Velocity - [0.00603857, 0.000672041, 0.00183658]
1744634042.651670717 Received IMU Angular Velocity - [0.00923436, -0.00571955, 0.00183658]
1744634042.655905046 Received IMU Angular Velocity - [0.00603857, -0.00891534, 0.00290185]
1744634042.661726884 Received IMU Angular Velocity - [0.00390804, -0.00891534, 0.00396711]
1744634042.665887648 Received IMU Angular Velocity - [0.0049733, -0.00145849, 0.00290185]
1744634042.671804394 Received IMU Angular Velocity - [0.00390804, 0.00386783, 0.000771319]
1744634042.675819405 Received IMU Angular Velocity - [0.00390804, 0.00386783, 0.00396711]
-------------------------
[2025-04-14_20-34-02.680] No B-spline trajectory received.
-------------------------
1744634042.681643003 Received IMU Angular Velocity - [0.0156259, -0.00145849, 0.00503238]
1744634042.685888243 Received IMU Angular Velocity - [0.00923436, -0.00785008, 0.00503238]
1744634042.691630053 Received IMU Angular Velocity - [0.00177751, -0.0099806, 0.00183658]
1744634042.695935866 Received IMU Angular Velocity - [0.00284277, -0.00465428, 0.00503238]
1744634042.701662253 Received IMU Angular Velocity - [0.0049733, 0.0017373, 0.00290185]
Received Odometry - Position: x=0.136056, y=0.066087, Linear Velocity: 0.00116286
Current yaw: 0.00191203 (roll: -0.0128073, pitch: -0.00497467)
1744634042.705772939 Received IMU Angular Velocity - [0.00390804, 0.0049331, 0.00396711]
1744634042.711641719 Received IMU Angular Velocity - [0.00923436, 0.00280257, 0.00183658]
1744634042.715724183 Received IMU Angular Velocity - [0.0113649, -0.00358902, 0.00290185]
1744634042.721649793 Received IMU Angular Velocity - [0.00710383, -0.0099806, 0.00290185]
1744634042.726526203 Received IMU Angular Velocity - [0.00603857, -0.0110459, 0.00290185]
1744634042.731716743 Received IMU Angular Velocity - [0.0049733, -0.00465428, 0.00183658]
Received Odometry - Position: x=0.136224, y=0.0657307, Linear Velocity: -0.00314764
Current yaw: 0.0020381 (roll: -0.013197, pitch: -0.00525523)
1744634042.735799623 Received IMU Angular Velocity - [-0.00141829, 0.00280257, 0.00396711]
1744634042.741648052 Received IMU Angular Velocity - [0.0049733, 0.0049331, 0.00290185]
1744634042.745987336 Received IMU Angular Velocity - [0.0113649, 0.0017373, 0.00290185]
1744634042.751627454 Received IMU Angular Velocity - [0.00284277, -0.00465428, 0.000771319]
1744634042.755835608 Received IMU Angular Velocity - [0.00603857, -0.00891534, -0.000293946]
1744634042.761642023 Received IMU Angular Velocity - [0.00923436, -0.0099806, 0.00183658]
1744634042.765941821 Received IMU Angular Velocity - [0.00390804, -0.00252375, 0.00396711]
1744634042.771647280 Received IMU Angular Velocity - [0.00284277, 0.00280257, 0.000771319]
1744634042.775745712 Received IMU Angular Velocity - [0.00816909, 0.00386783, 0.00396711]
-------------------------
[2025-04-14_20-34-02.780] No B-spline trajectory received.
-------------------------
1744634042.781496353 Received IMU Angular Velocity - [0.00603857, 0.000672041, 0.00396711]
1744634042.786655374 Received IMU Angular Velocity - [0.00390804, -0.00571955, 0.000771319]
1744634042.791750911 Received IMU Angular Velocity - [0.00710383, -0.0099806, 0.00183658]
1744634042.796012918 Received IMU Angular Velocity - [0.0049733, -0.00465428, 0.00290185]
1744634042.801654829 Received IMU Angular Velocity - [-0.00141829, 0.0017373, 0.00290185]
1744634042.805851143 Received IMU Angular Velocity - [0.0049733, 0.0049331, 0.00183658]
Received Odometry - Position: x=0.135189, y=0.0647839, Linear Velocity: -0.00560446
Current yaw: 0.00187533 (roll: -0.0129731, pitch: -0.00476622)
1744634042.811658838 Received IMU Angular Velocity - [0.00710383, 0.00386783, 0.00396711]
1744634042.817014810 Received IMU Angular Velocity - [0.00390804, -0.00252375, 0.00183658]
1744634042.821509415 Received IMU Angular Velocity - [0.0113649, -0.0110459, 0.00183658]
1744634042.825820316 Received IMU Angular Velocity - [0.00710383, -0.0110459, 0.00183658]
1744634042.831662505 Received IMU Angular Velocity - [0.000712243, -0.00571955, 0.00183658]
1744634042.836158517 Received IMU Angular Velocity - [0.00390804, 0.000672041, 0.00183658]
1744634042.841625268 Received IMU Angular Velocity - [0.00816909, 0.0049331, 0.00290185]
1744634042.845932906 Received IMU Angular Velocity - [0.00284277, 0.00280257, 0.00183658]
1744634042.851650973 Received IMU Angular Velocity - [0.00816909, -0.00358902, -0.000293946]
1744634042.855872662 Received IMU Angular Velocity - [0.0113649, -0.0099806, 0.00396711]
1744634042.861918906 Received IMU Angular Velocity - [0.00284277, -0.0099806, 0.00396711]
1744634042.865931549 Received IMU Angular Velocity - [0.00284277, -0.00358902, 0.00183658]
1744634042.871638064 Received IMU Angular Velocity - [0.00284277, 0.00280257, 0.000771319]
1744634042.875875497 Received IMU Angular Velocity - [0.00284277, 0.0049331, 0.00503238]
-------------------------
[2025-04-14_20-34-02.880] No B-spline trajectory received.
-------------------------
1744634042.882451924 Received IMU Angular Velocity - [0.00923436, 0.000672041, 0.00290185]
1744634042.885945711 Received IMU Angular Velocity - [0.00923436, -0.00465428, 0.000771319]
1744634042.892133068 Received IMU Angular Velocity - [0.00284277, -0.00571955, 0.00716291]
1744634042.895918330 Received IMU Angular Velocity - [0.00284277, -0.00571955, 0.00716291]
1744634042.901772551 Received IMU Angular Velocity - [0.000712243, 0.00386783, 0.00396711]
1744634042.906131737 Received IMU Angular Velocity - [0.000712243, 0.00386783, 0.00396711]
1744634042.911724498 Received IMU Angular Velocity - [0.0124302, -0.00145849, 0.00183658]
1744634042.915899726 Received IMU Angular Velocity - [0.0124302, -0.00145849, 0.00183658]
1744634042.921627456 Received IMU Angular Velocity - [0.00284277, -0.0110459, 0.00290185]
1744634042.925939094 Received IMU Angular Velocity - [0.00284277, -0.0110459, 0.00290185]
Received Odometry - Position: x=0.136818, y=0.0648843, Linear Velocity: 0.00344372
Current yaw: 0.001665 (roll: -0.0126397, pitch: -0.00424352)
1744634042.931531439 Received IMU Angular Velocity - [0.00390804, -0.000393224, 0.00503238]
1744634042.935859203 Received IMU Angular Velocity - [0.00390804, -0.000393224, 0.00503238]
1744634042.941621748 Received IMU Angular Velocity - [0.0049733, 0.00280257, 0.000771319]
1744634042.945968423 Received IMU Angular Velocity - [0.0049733, 0.00280257, 0.000771319]
1744634042.951854674 Received IMU Angular Velocity - [0.00816909, -0.00891534, 0.00396711]
1744634042.955848503 Received IMU Angular Velocity - [0.00816909, -0.00891534, 0.00396711]
1744634042.961830333 Received IMU Angular Velocity - [0.00816909, -0.00358902, 0.00396711]
1744634042.965831873 Received IMU Angular Velocity - [0.00816909, -0.00358902, 0.00396711]
1744634042.971785257 Received IMU Angular Velocity - [0.00390804, 0.00386783, 0.00503238]
1744634042.975891208 Received IMU Angular Velocity - [0.00390804, 0.00386783, 0.00503238]
-------------------------
[2025-04-14_20-34-02.980] No B-spline trajectory received.
-------------------------
1744634042.981640505 Received IMU Angular Velocity - [0.00284277, -0.00465428, -0.00135921]
1744634042.985834868 Received IMU Angular Velocity - [0.00284277, -0.00465428, -0.00135921]
1744634042.991644930 Received IMU Angular Velocity - [0.0102996, -0.00785008, 0.00396711]
1744634042.995863452 Received IMU Angular Velocity - [0.0102996, -0.00785008, 0.00396711]
1744634043.001653132 Received IMU Angular Velocity - [-0.000353022, 0.00386783, 0.000771319]
1744634043.005884485 Received IMU Angular Velocity - [-0.000353022, 0.00386783, 0.000771319]
1744634043.011650965 Received IMU Angular Velocity - [0.0049733, -0.000393224, 0.00396711]
1744634043.015965322 Received IMU Angular Velocity - [0.00816909, -0.00891534, -0.00135921]
1744634043.021675390 Received IMU Angular Velocity - [0.0113649, -0.0110459, 0.00290185]
1744634043.025811323 Received IMU Angular Velocity - [0.0113649, -0.0110459, 0.00290185]
1744634043.031703366 Received IMU Angular Velocity - [-0.00141829, -0.00145849, 0.00290185]
1744634043.035811909 Received IMU Angular Velocity - [0.00816909, 0.0049331, 0.00396711]
Received Odometry - Position: x=0.134905, y=0.064339, Linear Velocity: -0.00323108
Current yaw: 0.00224722 (roll: -0.0128874, pitch: -0.00559408)
1744634043.041641458 Received IMU Angular Velocity - [0.00923436, 0.0049331, 0.00290185]
1744634043.045929833 Received IMU Angular Velocity - [0.00603857, -0.00145849, 0.00183658]
1744634043.053051802 Received IMU Angular Velocity - [0.00816909, -0.00785008, 0.00183658]
1744634043.056584915 Received IMU Angular Velocity - [0.00816909, -0.0110459, 0.00290185]
1744634043.061638918 Received IMU Angular Velocity - [-0.000353022, -0.00465428, 0.00183658]
1744634043.065803874 Received IMU Angular Velocity - [0.00284277, 0.000672041, 0.00290185]
1744634043.072223412 Received IMU Angular Velocity - [0.00390804, 0.0049331, 0.00503238]
1744634043.075920902 Received IMU Angular Velocity - [0.00177751, 0.00280257, 0.000771319]
-------------------------
[2025-04-14_20-34-03.080] No B-spline trajectory received.
-------------------------
1744634043.081643896 Received IMU Angular Velocity - [0.0113649, -0.00358902, 0.000771319]
1744634043.085959661 Received IMU Angular Velocity - [0.0113649, -0.00891534, 0.00609764]
1744634043.091711167 Received IMU Angular Velocity - [0.00284277, -0.00785008, 0.00396711]
1744634043.095904986 Received IMU Angular Velocity - [0.00177751, -0.00145849, 0.00396711]
1744634043.105817159 Received IMU Angular Velocity - [0.00390804, 0.00386783, 0.00396711]
1744634043.106160087 Received IMU Angular Velocity - [-0.00141829, 0.00599836, 0.00290185]
1744634043.111616310 Received IMU Angular Velocity - [0.00284277, 0.0017373, -0.000293946]
1744634043.115887373 Received IMU Angular Velocity - [0.0113649, -0.00678481, 0.00290185]
1744634043.121648574 Received IMU Angular Velocity - [0.00816909, -0.0110459, 0.00396711]
1744634043.125888439 Received IMU Angular Velocity - [0.00390804, -0.00891534, 0.00503238]
1744634043.131631913 Received IMU Angular Velocity - [0.00284277, -0.00252375, 0.00396711]
1744634043.135746407 Received IMU Angular Velocity - [0.000712243, 0.0049331, 0.00183658]
1744634043.141696527 Received IMU Angular Velocity - [-0.000353022, 0.0049331, 0.000771319]
1744634043.145645749 Received IMU Angular Velocity - [0.00923436, -0.000393224, 0.00396711]
1744634043.151806324 Received IMU Angular Velocity - [0.0113649, -0.00785008, 0.00290185]
1744634043.155746586 Received IMU Angular Velocity - [0.00603857, -0.0099806, 0.00290185]
1744634043.161648997 Received IMU Angular Velocity - [0.00603857, -0.00785008, 0.00290185]
1744634043.167262972 Received IMU Angular Velocity - [-0.000353022, 0.000672041, 0.00609764]
1744634043.171622543 Received IMU Angular Velocity - [-0.00248355, 0.0049331, 0.00290185]
1744634043.175847529 Received IMU Angular Velocity - [0.00816909, 0.00386783, 0.00183658]
-------------------------
[2025-04-14_20-34-03.180] No B-spline trajectory received.
-------------------------
1744634043.181634744 Received IMU Angular Velocity - [0.0113649, -0.00145849, 0.00290185]
1744634043.185985292 Received IMU Angular Velocity - [0.00390804, -0.00785008, 0.00396711]
1744634043.191663872 Received IMU Angular Velocity - [0.00816909, -0.0099806, 0.00183658]
1744634043.195836156 Received IMU Angular Velocity - [0.00390804, -0.00358902, 0.00183658]
1744634043.201606381 Received IMU Angular Velocity - [-0.00248355, 0.00386783, 0.00183658]
1744634043.207532566 Received IMU Angular Velocity - [0.00390804, 0.00599836, 0.00183658]
1744634043.211729169 Received IMU Angular Velocity - [0.00710383, 0.0017373, 0.00183658]
1744634043.215799409 Received IMU Angular Velocity - [0.00710383, -0.00571955, 0.00183658]
1744634043.221599264 Received IMU Angular Velocity - [0.00816909, -0.0110459, 0.00183658]
1744634043.225879223 Received IMU Angular Velocity - [0.00710383, -0.0099806, 0.00290185]
1744634043.231505006 Received IMU Angular Velocity - [0.000712243, -0.00252375, 0.00503238]
1744634043.235833571 Received IMU Angular Velocity - [-0.00141829, 0.00280257, 0.00396711]
1744634043.241599859 Received IMU Angular Velocity - [0.00816909, 0.0049331, 0.00183658]
1744634043.245998212 Received IMU Angular Velocity - [0.00710383, 0.000672041, 0.00503238]
Received Odometry - Position: x=0.134651, y=0.0660382, Linear Velocity: -0.00542241
Current yaw: 0.00196092 (roll: -0.0129746, pitch: -0.00520431)
1744634043.251652442 Received IMU Angular Velocity - [0.00390804, -0.00571955, 0.00290185]
1744634043.255854453 Received IMU Angular Velocity - [0.0124302, -0.0110459, 0.00183658]
