-------------------------
PID Controller Parameters:
Position PID: P: 1, I: 0, D: 1
Received Odometry - Position: x=0.15572, y=0.0601265, Linear Velocity: 0.00339743
Current yaw: -0.00237135 (roll: -0.00494602, pitch: -0.00887305)
1744200973.772419532 Received IMU Angular Velocity - [0.000712243, 0.00599836, 0.00716291]
-------------------------
[2025-04-09_20-16-13.783] No B-spline trajectory received.
-------------------------
1744200973.778109368 Received IMU Angular Velocity - [0.00710383, 0.00386783, 0.00183658]
1744200973.782490037 Received IMU Angular Velocity - [0.00390804, -0.00252375, 0.000771319]
1744200973.788311943 Received IMU Angular Velocity - [0.00603857, -0.00891534, 0.00609764]
1744200973.792303222 Received IMU Angular Velocity - [0.00390804, -0.00785008, 0.00609764]
1744200973.798090246 Received IMU Angular Velocity - [0.00177751, -0.00252375, 0.00609764]
1744200973.802392160 Received IMU Angular Velocity - [-0.000353022, 0.00280257, 0.00609764]
1744200973.808283860 Received IMU Angular Velocity - [0.00390804, 0.0049331, 0.00609764]
1744200973.813853084 Received IMU Angular Velocity - [0.00177751, 0.000672041, 0.00396711]
1744200973.818098068 Received IMU Angular Velocity - [0.00390804, -0.00358902, 0.00396711]
1744200973.822470865 Received IMU Angular Velocity - [0.00710383, -0.00785008, 0.00716291]
1744200973.828087035 Received IMU Angular Velocity - [0.00710383, -0.00678481, 0.00609764]
1744200973.832386741 Received IMU Angular Velocity - [0.00177751, 0.0017373, 0.00290185]
1744200973.838127395 Received IMU Angular Velocity - [-0.00248355, 0.00706363, 0.00396711]
1744200973.842277816 Received IMU Angular Velocity - [0.000712243, 0.0049331, 0.00609764]
1744200973.848174252 Received IMU Angular Velocity - [0.00710383, -0.000393224, 0.00503238]
1744200973.856431317 Received IMU Angular Velocity - [0.0102996, -0.00571955, 0.00396711]
1744200973.858192596 Received IMU Angular Velocity - [0.0102996, -0.0099806, 0.00503238]
1744200973.862256710 Received IMU Angular Velocity - [0.0049733, -0.00678481, 0.00716291]
1744200973.869429415 Received IMU Angular Velocity - [-0.00141829, 0.000672041, 0.00290185]
Received Odometry - Position: x=0.152404, y=0.0564914, Linear Velocity: -0.00732454
Current yaw: -0.00393521 (roll: -0.00507825, pitch: -0.00824719)
1744200973.872386098 Received IMU Angular Velocity - [-0.00461408, 0.00706363, 0.00503238]
1744200973.878089502 Received IMU Angular Velocity - [0.00284277, 0.0049331, 0.00716291]
1744200973.882413754 Received IMU Angular Velocity - [0.00923436, -0.00145849, 0.00290185]
-------------------------
[2025-04-09_20-16-13.883] No B-spline trajectory received.
-------------------------
1744200973.888083685 Received IMU Angular Velocity - [0.0102996, -0.00785008, 0.00290185]
1744200973.892253179 Received IMU Angular Velocity - [0.0049733, -0.0099806, 0.00716291]
1744200973.898103213 Received IMU Angular Velocity - [0.000712243, -0.00465428, 0.00609764]
1744200973.902217121 Received IMU Angular Velocity - [0.00390804, 0.0017373, 0.00396711]
1744200973.908209528 Received IMU Angular Velocity - [0.00177751, 0.00599836, 0.00503238]
1744200973.912497618 Received IMU Angular Velocity - [0.00603857, 0.00386783, 0.00503238]
1744200973.917960662 Received IMU Angular Velocity - [0.00710383, -0.00145849, 0.00396711]
1744200973.922338099 Received IMU Angular Velocity - [0.00390804, -0.00785008, 0.00290185]
1744200973.928107202 Received IMU Angular Velocity - [0.0049733, -0.00571955, 0.00822817]
1744200973.932381404 Received IMU Angular Velocity - [0.00177751, -0.000393224, 0.00396711]
1744200973.937949956 Received IMU Angular Velocity - [-0.00141829, 0.00599836, 0.00290185]
1744200973.942340161 Received IMU Angular Velocity - [0.00284277, 0.00812889, 0.00396711]
1744200973.948118001 Received IMU Angular Velocity - [0.00284277, 0.0017373, 0.00503238]
1744200973.960625330 Received IMU Angular Velocity - [0.0113649, -0.00571955, 0.00609764]
1744200973.960689044 Received IMU Angular Velocity - [0.0134954, -0.0110459, 0.00503238]
1744200973.963238928 Received IMU Angular Velocity - [0.00177751, -0.00785008, 0.00396711]
1744200973.968196866 Received IMU Angular Velocity - [0.00177751, -0.000393224, 0.00716291]
1744200973.973630021 Received IMU Angular Velocity - [-0.00248355, 0.00706363, 0.00290185]
1744200973.978089413 Received IMU Angular Velocity - [0.00284277, 0.00706363, 0.00503238]
1744200973.982371231 Received IMU Angular Velocity - [0.0049733, 0.0017373, 0.00716291]
-------------------------
[2025-04-09_20-16-13.983] No B-spline trajectory received.
-------------------------
1744200973.988159279 Received IMU Angular Velocity - [0.00923436, -0.00678481, 0.00396711]
1744200973.992303492 Received IMU Angular Velocity - [0.00603857, -0.0099806, 0.00290185]
Received Odometry - Position: x=0.148576, y=0.0589039, Linear Velocity: -0.0161955
Current yaw: -0.00301544 (roll: -0.00482602, pitch: -0.00766053)
1744200973.998088659 Received IMU Angular Velocity - [0.00284277, -0.00785008, 0.00396711]
1744200974.002337836 Received IMU Angular Velocity - [-0.00248355, 0.000672041, 0.00716291]
1744200974.008101819 Received IMU Angular Velocity - [0.00177751, 0.0049331, 0.00396711]
1744200974.012324050 Received IMU Angular Velocity - [0.00284277, 0.00386783, 0.00396711]
1744200974.018113602 Received IMU Angular Velocity - [0.00816909, -0.00145849, 0.00503238]
1744200974.022339674 Received IMU Angular Velocity - [0.00816909, -0.00785008, 0.00609764]
1744200974.028096809 Received IMU Angular Velocity - [-0.00354881, 0.000672041, 0.00609764]
1744200974.032153274 Received IMU Angular Velocity - [-0.0195278, 0.0113247, 0.00822817]
1744200974.038238357 Received IMU Angular Velocity - [0.000712243, -0.000393224, 0.00822817]
1744200974.042316327 Received IMU Angular Velocity - [-0.00354881, 0.0102594, 0.00396711]
1744200974.047967442 Received IMU Angular Velocity - [-0.0152667, 0.0134552, 0.000771319]
1744200974.052323791 Received IMU Angular Velocity - [0.0337354, -0.0280901, 0.00503238]
1744200974.058105726 Received IMU Angular Velocity - [0.0102996, -0.0099806, 0.00609764]
1744200974.062342230 Received IMU Angular Velocity - [0.00603857, -0.00891534, 0.00290185]
1744200974.068135526 Received IMU Angular Velocity - [0.0156259, -0.0131764, 0.000771319]
1744200974.072472514 Received IMU Angular Velocity - [-0.00461408, 0.0113247, 0.00290185]
1744200974.078139694 Received IMU Angular Velocity - [-0.00674461, 0.0145205, 0.00716291]
Received Odometry - Position: x=0.150371, y=0.0569452, Linear Velocity: -0.00910498
Current yaw: -0.00323148 (roll: -0.00460774, pitch: -0.00799656)
1744200974.082502154 Received IMU Angular Velocity - [0.0209523, -0.00571955, 0.00183658]
-------------------------
[2025-04-09_20-16-14.083] No B-spline trajectory received.
-------------------------
1744200974.087943502 Received IMU Angular Velocity - [0.00710383, -0.00785008, 0.00183658]
1744200974.092432207 Received IMU Angular Velocity - [0.0049733, -0.00678481, 0.00396711]
1744200974.098220351 Received IMU Angular Velocity - [0.00603857, -0.0142417, 0.00290185]
1744200974.104062000 Received IMU Angular Velocity - [-0.00141829, -0.00358902, 0.00290185]
1744200974.108670294 Received IMU Angular Velocity - [-0.00780987, 0.0113247, 0.00503238]
1744200974.112653125 Received IMU Angular Velocity - [0.0049733, 0.00386783, 0.00290185]
1744200974.118125481 Received IMU Angular Velocity - [0.00710383, 0.0017373, 0.00183658]
1744200974.122356257 Received IMU Angular Velocity - [0.00177751, -0.00252375, 0.00183658]
1744200974.128084623 Received IMU Angular Velocity - [0.00710383, -0.0110459, 0.00716291]
1744200974.132476525 Received IMU Angular Velocity - [0.00603857, -0.00678481, 0.00503238]
1744200974.138136920 Received IMU Angular Velocity - [-0.00354881, 0.00706363, 0.00290185]
1744200974.142253932 Received IMU Angular Velocity - [0.000712243, 0.00706363, 0.00503238]
1744200974.148118174 Received IMU Angular Velocity - [0.00177751, 0.000672041, 0.00609764]
1744200974.152334838 Received IMU Angular Velocity - [0.00390804, -0.00252375, 0.00609764]
1744200974.158196296 Received IMU Angular Velocity - [0.0113649, -0.0110459, 0.00503238]
1744200974.162286363 Received IMU Angular Velocity - [0.0102996, -0.0099806, 0.00609764]
1744200974.168090764 Received IMU Angular Velocity - [-0.000353022, -0.00145849, 0.00609764]
Received Odometry - Position: x=0.149167, y=0.0573603, Linear Velocity: -0.0104087
Current yaw: -0.00302188 (roll: -0.00544953, pitch: -0.00777254)
1744200974.172339556 Received IMU Angular Velocity - [-0.00461408, 0.0049331, 0.00290185]
1744200974.177941037 Received IMU Angular Velocity - [-0.00354881, 0.00706363, 0.00396711]
1744200974.182290857 Received IMU Angular Velocity - [0.00284277, 0.00386783, 0.00929343]
-------------------------
[2025-04-09_20-16-14.183] No B-spline trajectory received.
-------------------------
1744200974.188106362 Received IMU Angular Velocity - [0.00923436, -0.00571955, 0.00183658]
1744200974.192286000 Received IMU Angular Velocity - [0.0124302, -0.0110459, 0.00183658]
1744200974.198112386 Received IMU Angular Velocity - [0.00284277, -0.00678481, 0.00396711]
1744200974.202469214 Received IMU Angular Velocity - [0.000712243, 0.000672041, 0.00503238]
1744200974.207971876 Received IMU Angular Velocity - [-0.00141829, 0.00386783, 0.00396711]
1744200974.212275006 Received IMU Angular Velocity - [-0.000353022, 0.00599836, 0.00503238]
1744200974.218094415 Received IMU Angular Velocity - [0.00603857, -0.00678481, 0.00290185]
1744200974.222382697 Received IMU Angular Velocity - [0.00603857, -0.00678481, 0.00290185]
1744200974.228108343 Received IMU Angular Velocity - [0.00284277, -0.00465428, 0.00609764]
1744200974.232666650 Received IMU Angular Velocity - [0.00284277, -0.00465428, 0.00609764]
1744200974.238074300 Received IMU Angular Velocity - [0.00390804, 0.00706363, 0.00183658]
1744200974.242418616 Received IMU Angular Velocity - [0.00390804, 0.00706363, 0.00183658]
1744200974.248095172 Received IMU Angular Velocity - [0.0049733, -0.00252375, 0.00503238]
1744200974.252272730 Received IMU Angular Velocity - [0.0049733, -0.00252375, 0.00503238]
1744200974.258121708 Received IMU Angular Velocity - [0.00710383, -0.00891534, 0.00396711]
1744200974.262205471 Received IMU Angular Velocity - [0.00710383, -0.00891534, 0.00396711]
Received Odometry - Position: x=0.14565, y=0.0569384, Linear Velocity: -0.0180422
Current yaw: -0.00349091 (roll: -0.0051139, pitch: -0.00720431)
1744200974.268130964 Received IMU Angular Velocity - [-0.00354881, 0.00386783, 0.00716291]
1744200974.272437454 Received IMU Angular Velocity - [-0.00354881, 0.00386783, 0.00716291]
-------------------------
[2025-04-09_20-16-14.284] No B-spline trajectory received.
-------------------------
1744200974.278089561 Received IMU Angular Velocity - [0.00284277, 0.00386783, 0.00716291]
1744200974.290715583 Received IMU Angular Velocity - [0.00284277, 0.00386783, 0.00716291]
1744200974.302673708 Received IMU Angular Velocity - [0.00816909, -0.00891534, 0.00396711]
1744200974.302830354 Received IMU Angular Velocity - [0.00816909, -0.00891534, 0.00396711]
1744200974.304580849 Received IMU Angular Velocity - [-0.00248355, 0.000672041, 0.00396711]
1744200974.304768983 Received IMU Angular Velocity - [-0.00248355, 0.000672041, 0.00396711]
1744200974.309925040 Received IMU Angular Velocity - [-0.00141829, 0.00706363, 0.00609764]
1744200974.312741078 Received IMU Angular Velocity - [-0.00141829, 0.00706363, 0.00609764]
1744200974.318143319 Received IMU Angular Velocity - [0.0102996, -0.00571955, 0.00609764]
1744200974.322512628 Received IMU Angular Velocity - [0.00603857, -0.00891534, 0.00396711]
1744200974.328106525 Received IMU Angular Velocity - [0.000712243, -0.00465428, 0.00396711]
1744200974.332326037 Received IMU Angular Velocity - [0.000712243, -0.00465428, 0.00396711]
1744200974.338089668 Received IMU Angular Velocity - [-0.000353022, 0.00706363, 0.00716291]
1744200974.342407039 Received IMU Angular Velocity - [0.0049733, 0.00706363, 0.00183658]
1744200974.348135852 Received IMU Angular Velocity - [0.0102996, 0.000672041, 0.00183658]
1744200974.352330243 Received IMU Angular Velocity - [0.0102996, 0.000672041, 0.00183658]
1744200974.358129075 Received IMU Angular Velocity - [0.00710383, -0.0110459, 0.00609764]
1744200974.362336906 Received IMU Angular Velocity - [0.00284277, -0.00571955, 0.00503238]
1744200974.368142075 Received IMU Angular Velocity - [-0.000353022, 0.0017373, 0.00503238]
1744200974.372369747 Received IMU Angular Velocity - [-0.00141829, 0.00599836, 0.00609764]
1744200974.378182243 Received IMU Angular Velocity - [0.00390804, 0.0049331, 0.00503238]
Received Odometry - Position: x=0.144742, y=0.0553414, Linear Velocity: -0.0148757
Current yaw: -0.00376682 (roll: -0.00585987, pitch: -0.00680308)
1744200974.382246133 Received IMU Angular Velocity - [0.00710383, -0.00145849, 0.00396711]
-------------------------
[2025-04-09_20-16-14.383] No B-spline trajectory received.
-------------------------
1744200974.389525595 Received IMU Angular Velocity - [0.0113649, -0.00785008, 0.00503238]
1744200974.392207323 Received IMU Angular Velocity - [0.00816909, -0.0099806, 0.00503238]
1744200974.398086222 Received IMU Angular Velocity - [0.00284277, -0.00358902, 0.00290185]
1744200974.402355271 Received IMU Angular Velocity - [-0.00141829, 0.00386783, 0.00503238]
1744200974.408092789 Received IMU Angular Velocity - [0.000712243, 0.00599836, 0.00609764]
1744200974.412367919 Received IMU Angular Velocity - [0.00603857, 0.00386783, 0.00609764]
1744200974.417970904 Received IMU Angular Velocity - [0.0102996, -0.00358902, 0.00290185]
1744200974.422293043 Received IMU Angular Velocity - [0.00603857, -0.00785008, 0.00503238]
1744200974.428092835 Received IMU Angular Velocity - [0.00603857, -0.00785008, 0.00716291]
1744200974.432435743 Received IMU Angular Velocity - [0.000712243, -0.000393224, 0.00290185]
1744200974.438117195 Received IMU Angular Velocity - [-0.00354881, 0.00812889, 0.00503238]
1744200974.442457575 Received IMU Angular Velocity - [0.0049733, 0.00706363, 0.00716291]
1744200974.448130291 Received IMU Angular Velocity - [0.00390804, -0.000393224, 0.00183658]
1744200974.453720796 Received IMU Angular Velocity - [0.0102996, -0.00785008, 0.000771319]
1744200974.458202141 Received IMU Angular Velocity - [0.00816909, -0.0099806, 0.00503238]
1744200974.462300784 Received IMU Angular Velocity - [0.00390804, -0.00785008, 0.00716291]
1744200974.468110208 Received IMU Angular Velocity - [0.00177751, -0.000393224, 0.00503238]
1744200974.472382522 Received IMU Angular Velocity - [-0.00248355, 0.00706363, 0.00290185]
1744200974.478158409 Received IMU Angular Velocity - [0.00284277, 0.00706363, 0.00290185]
1744200974.482390049 Received IMU Angular Velocity - [0.00816909, 0.000672041, 0.00609764]
-------------------------
[2025-04-09_20-16-14.483] No B-spline trajectory received.
-------------------------
1744200974.488143408 Received IMU Angular Velocity - [0.00603857, -0.00678481, 0.00609764]
1744200974.492365095 Received IMU Angular Velocity - [0.00816909, -0.0099806, 0.00396711]
1744200974.498165496 Received IMU Angular Velocity - [-0.000353022, -0.00358902, 0.00503238]
Received Odometry - Position: x=0.143662, y=0.0597572, Linear Velocity: -0.0133796
Current yaw: -0.0023316 (roll: -0.00506778, pitch: -0.00668836)
1744200974.502231242 Received IMU Angular Velocity - [-0.00141829, 0.00280257, 0.00396711]
1744200974.508114173 Received IMU Angular Velocity - [-0.000353022, 0.00599836, 0.00290185]
1744200974.512447224 Received IMU Angular Velocity - [0.0049733, 0.0049331, 0.00822817]
1744200974.518260809 Received IMU Angular Velocity - [0.0113649, -0.00145849, 0.00609764]
1744200974.522348860 Received IMU Angular Velocity - [0.00816909, -0.00785008, 0.000771319]
1744200974.528110347 Received IMU Angular Velocity - [0.00390804, -0.00785008, 0.00290185]
1744200974.532615181 Received IMU Angular Velocity - [0.00177751, -0.00252375, 0.00503238]
1744200974.538138419 Received IMU Angular Velocity - [-0.000353022, 0.00386783, 0.00503238]
1744200974.542899134 Received IMU Angular Velocity - [0.0049733, 0.00706363, 0.00396711]
1744200974.548242654 Received IMU Angular Velocity - [0.00710383, 0.0017373, 0.00396711]
1744200974.552439828 Received IMU Angular Velocity - [0.00603857, -0.00571955, 0.00503238]
1744200974.558426539 Received IMU Angular Velocity - [0.00710383, -0.0121111, 0.00396711]
1744200974.562539071 Received IMU Angular Velocity - [0.0049733, -0.00678481, 0.00503238]
1744200974.567998883 Received IMU Angular Velocity - [0.000712243, -0.00145849, 0.00716291]
1744200974.572345919 Received IMU Angular Velocity - [-0.00141829, 0.0049331, 0.00609764]
1744200974.578050956 Received IMU Angular Velocity - [0.00177751, 0.00706363, 0.00183658]
1744200974.582342278 Received IMU Angular Velocity - [0.00284277, 0.00280257, 0.00396711]
-------------------------
[2025-04-09_20-16-14.583] No B-spline trajectory received.
-------------------------
1744200974.588102229 Received IMU Angular Velocity - [0.00710383, -0.00571955, 0.00716291]
1744200974.592496371 Received IMU Angular Velocity - [0.0113649, -0.0099806, 0.00716291]
1744200974.598844759 Received IMU Angular Velocity - [0.00390804, -0.00678481, 0.00503238]
1744200974.602315251 Received IMU Angular Velocity - [-0.00248355, 0.00280257, 0.00716291]
1744200974.608183526 Received IMU Angular Velocity - [-0.00248355, 0.00599836, 0.00716291]
1744200974.612322139 Received IMU Angular Velocity - [0.000712243, 0.0049331, 0.00503238]
Received Odometry - Position: x=0.144423, y=0.0623621, Linear Velocity: -0.008337
Current yaw: -0.00290543 (roll: -0.00431242, pitch: -0.00744019)
1744200974.618249423 Received IMU Angular Velocity - [0.0113649, -0.000393224, 0.00396711]
1744200974.622612300 Received IMU Angular Velocity - [0.00923436, -0.00678481, 0.00503238]
1744200974.628101649 Received IMU Angular Velocity - [0.00390804, -0.00785008, 0.00609764]
1744200974.632508303 Received IMU Angular Velocity - [0.00177751, -0.00358902, 0.00290185]
1744200974.638100248 Received IMU Angular Velocity - [-0.00461408, 0.00386783, 0.00396711]
1744200974.642395314 Received IMU Angular Velocity - [0.000712243, 0.00706363, 0.00716291]
1744200974.648202275 Received IMU Angular Velocity - [0.00923436, 0.00280257, 0.00290185]
1744200974.652315543 Received IMU Angular Velocity - [0.00923436, -0.00358902, 0.00290185]
1744200974.658140360 Received IMU Angular Velocity - [0.00816909, -0.0110459, 0.00503238]
1744200974.662477539 Received IMU Angular Velocity - [0.00284277, -0.00785008, 0.00609764]
1744200974.668120910 Received IMU Angular Velocity - [-0.00248355, -0.000393224, 0.00609764]
Received Odometry - Position: x=0.148867, y=0.0637587, Linear Velocity: 0.00442837
Current yaw: -0.00293424 (roll: -0.00499108, pitch: -0.00817235)
1744200974.672323141 Received IMU Angular Velocity - [-0.00248355, 0.00599836, 0.00503238]
1744200974.677977200 Received IMU Angular Velocity - [-0.000353022, 0.00599836, 0.00609764]
1744200974.682238825 Received IMU Angular Velocity - [0.00390804, 0.0017373, 0.00396711]
-------------------------
[2025-04-09_20-16-14.683] No B-spline trajectory received.
-------------------------
1744200974.688224320 Received IMU Angular Velocity - [0.00603857, -0.00465428, 0.00290185]
1744200974.692420791 Received IMU Angular Velocity - [0.00816909, -0.0099806, 0.00609764]
1744200974.698218119 Received IMU Angular Velocity - [0.00603857, -0.00891534, 0.00822817]
1744200974.702299097 Received IMU Angular Velocity - [0.000712243, -0.000393224, 0.00503238]
1744200974.708095977 Received IMU Angular Velocity - [-0.000353022, 0.0049331, 0.00396711]
1744200974.717812902 Received IMU Angular Velocity - [-0.00248355, 0.00599836, 0.00716291]
1744200974.722015325 Received IMU Angular Velocity - [0.00603857, 0.0017373, 0.00716291]
1744200974.723025538 Received IMU Angular Velocity - [0.0102996, -0.00465428, 0.00290185]
1744200974.731002464 Received IMU Angular Velocity - [0.00816909, -0.00891534, 0.00503238]
1744200974.736597577 Received IMU Angular Velocity - [0.000712243, -0.00465428, 0.00716291]
1744200974.738322247 Received IMU Angular Velocity - [-0.00248355, 0.0017373, 0.00396711]
1744200974.742527230 Received IMU Angular Velocity - [-0.00248355, 0.00706363, 0.00503238]
1744200974.748178793 Received IMU Angular Velocity - [0.00390804, 0.00386783, 0.00609764]
1744200974.752306589 Received IMU Angular Velocity - [0.0113649, -0.00465428, 0.00396711]
1744200974.758286740 Received IMU Angular Velocity - [0.0113649, -0.00891534, 0.00290185]
1744200974.764738747 Received IMU Angular Velocity - [0.00390804, -0.00785008, 0.00609764]
1744200974.768187703 Received IMU Angular Velocity - [0.000712243, -0.00358902, 0.00716291]
1744200974.772865055 Received IMU Angular Velocity - [-0.000353022, 0.00280257, 0.00503238]
1744200974.778009304 Received IMU Angular Velocity - [0.000712243, 0.00706363, 0.00183658]
-------------------------
[2025-04-09_20-16-14.783] No B-spline trajectory received.
-------------------------
1744200974.782574268 Received IMU Angular Velocity - [0.0049733, 0.00386783, 0.00290185]
1744200974.788373580 Received IMU Angular Velocity - [0.00816909, -0.00465428, 0.00609764]
1744200974.792370748 Received IMU Angular Velocity - [0.0113649, -0.00891534, 0.00503238]
1744200974.798174412 Received IMU Angular Velocity - [0.00390804, -0.00891534, 0.00503238]
1744200974.803417128 Received IMU Angular Velocity - [0.00177751, -0.00145849, 0.00609764]
1744200974.807968716 Received IMU Angular Velocity - [-0.00141829, 0.00280257, 0.00503238]
1744200974.812297959 Received IMU Angular Velocity - [0.00284277, 0.00599836, 0.00183658]
1744200974.818131513 Received IMU Angular Velocity - [0.00603857, 0.0017373, 0.00609764]
1744200974.822415794 Received IMU Angular Velocity - [0.0102996, -0.00571955, 0.00716291]
1744200974.828163297 Received IMU Angular Velocity - [0.00710383, -0.00891534, 0.00290185]
Received Odometry - Position: x=0.146771, y=0.0663722, Linear Velocity: -0.00304122
Current yaw: -0.00405518 (roll: -0.0048996, pitch: -0.00714809)
1744200974.832452699 Received IMU Angular Velocity - [0.000712243, -0.00465428, 0.00290185]
1744200974.839150155 Received IMU Angular Velocity - [-0.00141829, -0.000393224, 0.00716291]
1744200974.842452066 Received IMU Angular Velocity - [-0.00141829, 0.00599836, 0.00609764]
1744200974.848158991 Received IMU Angular Velocity - [0.00177751, 0.0049331, 0.00716291]
1744200974.852421352 Received IMU Angular Velocity - [0.00816909, -0.00145849, 0.00609764]
1744200974.858169110 Received IMU Angular Velocity - [0.00923436, -0.0099806, 0.00503238]
1744200974.862238952 Received IMU Angular Velocity - [0.00710383, -0.0099806, 0.00396711]
1744200974.868243360 Received IMU Angular Velocity - [-0.000353022, -0.00358902, 0.00609764]
1744200974.872258480 Received IMU Angular Velocity - [-0.00141829, 0.00280257, 0.00716291]
Received Odometry - Position: x=0.144218, y=0.0668875, Linear Velocity: -0.00592934
Current yaw: -0.0037007 (roll: -0.00496248, pitch: -0.00833131)
1744200974.878120451 Received IMU Angular Velocity - [0.0049733, 0.00599836, 0.00716291]
1744200974.882392860 Received IMU Angular Velocity - [0.00390804, 0.0049331, 0.00183658]
-------------------------
[2025-04-09_20-16-14.883] No B-spline trajectory received.
-------------------------
1744200974.888047431 Received IMU Angular Velocity - [0.0049733, -0.00145849, 0.00396711]
1744200974.892316224 Received IMU Angular Velocity - [0.00923436, -0.00785008, 0.00716291]
1744200974.897896681 Received IMU Angular Velocity - [0.00710383, -0.0110459, 0.00609764]
1744200974.902391882 Received IMU Angular Velocity - [0.00177751, -0.00358902, 0.00503238]
1744200974.908139224 Received IMU Angular Velocity - [0.00177751, 0.00386783, 0.00503238]
1744200974.912426738 Received IMU Angular Velocity - [-0.000353022, 0.00599836, 0.00503238]
1744200974.918193345 Received IMU Angular Velocity - [0.00390804, 0.00280257, 0.000771319]
1744200974.922201713 Received IMU Angular Velocity - [0.00603857, -0.00358902, 0.00609764]
1744200974.928119142 Received IMU Angular Velocity - [0.00603857, -0.00785008, 0.00609764]
1744200974.932540773 Received IMU Angular Velocity - [0.00710383, -0.00678481, 0.00609764]
1744200974.937971304 Received IMU Angular Velocity - [-0.00354881, -0.000393224, 0.00183658]
1744200974.942234945 Received IMU Angular Velocity - [-0.000353022, 0.0049331, 0.00503238]
1744200974.948099187 Received IMU Angular Velocity - [0.00390804, 0.00599836, 0.00503238]
1744200974.952387629 Received IMU Angular Velocity - [0.00710383, -0.00145849, 0.00396711]
1744200974.958122139 Received IMU Angular Velocity - [0.00816909, -0.00785008, 0.00290185]
1744200974.962292145 Received IMU Angular Velocity - [0.0049733, -0.0110459, 0.00503238]
1744200974.968135779 Received IMU Angular Velocity - [-0.000353022, -0.00571955, 0.00396711]
1744200974.972339450 Received IMU Angular Velocity - [-0.00248355, 0.00386783, 0.00396711]
1744200974.978143786 Received IMU Angular Velocity - [-0.000353022, 0.00706363, 0.00503238]
1744200974.982506375 Received IMU Angular Velocity - [0.00816909, 0.00386783, 0.00609764]
-------------------------
[2025-04-09_20-16-14.983] No B-spline trajectory received.
-------------------------
Received Odometry - Position: x=0.143465, y=0.0670417, Linear Velocity: -0.0080474
Current yaw: -0.00220869 (roll: -0.00405091, pitch: -0.00934258)
1744200974.988229780 Received IMU Angular Velocity - [0.0049733, -0.00145849, 0.00183658]
1744200974.996503101 Received IMU Angular Velocity - [0.00390804, -0.00678481, 0.00290185]
1744200974.998271549 Received IMU Angular Velocity - [0.00923436, -0.00891534, 0.00503238]
1744200975.002225547 Received IMU Angular Velocity - [0.0049733, -0.00571955, 0.00503238]
1744200975.008144511 Received IMU Angular Velocity - [0.000712243, 0.0049331, 0.00396711]
1744200975.012463642 Received IMU Angular Velocity - [-0.00141829, 0.00599836, 0.00396711]
1744200975.018032354 Received IMU Angular Velocity - [-0.000353022, 0.00280257, 0.00396711]
1744200975.022384735 Received IMU Angular Velocity - [0.00603857, -0.00252375, 0.00183658]
1744200975.028128301 Received IMU Angular Velocity - [0.0102996, -0.00785008, 0.00609764]
1744200975.032332932 Received IMU Angular Velocity - [0.00603857, -0.00785008, 0.00609764]
1744200975.038138644 Received IMU Angular Velocity - [0.00177751, -0.00358902, 0.00503238]
1744200975.042465680 Received IMU Angular Velocity - [-0.00354881, 0.0049331, 0.00396711]
1744200975.048004246 Received IMU Angular Velocity - [0.00284277, 0.0049331, 0.00503238]
1744200975.052334930 Received IMU Angular Velocity - [0.00816909, -0.000393224, 0.00716291]
1744200975.058244550 Received IMU Angular Velocity - [0.0134954, -0.00571955, 0.00396711]
1744200975.062355738 Received IMU Angular Velocity - [0.00710383, -0.0099806, 0.00183658]
1744200975.068202124 Received IMU Angular Velocity - [0.00177751, -0.00678481, 0.00609764]
1744200975.072356833 Received IMU Angular Velocity - [-0.00354881, 0.000672041, 0.00503238]
1744200975.078134800 Received IMU Angular Velocity - [-0.00354881, 0.00599836, 0.00183658]
Received Odometry - Position: x=0.146861, y=0.0650016, Linear Velocity: 0.0010647
Current yaw: -0.00316998 (roll: -0.00458923, pitch: -0.00906238)
1744200975.082399113 Received IMU Angular Velocity - [0.00390804, 0.00706363, 0.00396711]
-------------------------
[2025-04-09_20-16-15.083] No B-spline trajectory received.
-------------------------
1744200975.088124791 Received IMU Angular Velocity - [0.00710383, -0.000393224, 0.00290185]
1744200975.092374800 Received IMU Angular Velocity - [0.00603857, -0.00678481, 0.00503238]
1744200975.098467914 Received IMU Angular Velocity - [0.00710383, -0.00891534, 0.00290185]
1744200975.102182800 Received IMU Angular Velocity - [0.00710383, -0.00785008, 0.00609764]
1744200975.108151206 Received IMU Angular Velocity - [0.000712243, 0.0017373, 0.00503238]
1744200975.112221976 Received IMU Angular Velocity - [0.00177751, 0.0049331, 0.00290185]
1744200975.118102027 Received IMU Angular Velocity - [-0.00141829, 0.00599836, 0.00183658]
1744200975.122379013 Received IMU Angular Velocity - [0.00603857, -0.00145849, 0.00503238]
1744200975.128137876 Received IMU Angular Velocity - [0.0049733, -0.00678481, 0.00609764]
1744200975.132462959 Received IMU Angular Velocity - [0.00603857, -0.00678481, 0.00396711]
1744200975.138115930 Received IMU Angular Velocity - [-0.000353022, -0.00465428, 0.00609764]
1744200975.142382675 Received IMU Angular Velocity - [-0.00141829, 0.00280257, 0.00503238]
1744200975.148159427 Received IMU Angular Velocity - [0.00390804, 0.00280257, 0.00396711]
1744200975.152287927 Received IMU Angular Velocity - [0.00390804, 0.00280257, 0.00396711]
1744200975.158154537 Received IMU Angular Velocity - [0.00923436, -0.00891534, 0.00503238]
